Code,Designation,Type,Standard_WxDxH_cm,Site_Reference,Product_URL,On_Site
PS597BAS/SUP,Cabinet 2 sliding doors BAS+SUP,Other,141x48x212,E-PS597BAS+SUP,https://studioszel.ro/bufete-si-vitrine-pentru-servire/35344-576706-vitrina-bucatarie-cu-2-usi-glisante-bas-2-usi-sticla-glisante-sup.html,yes
PS598BAS,Cabinet 3 sliding panel doors BAS,Other,188x48x78,E-PS598BAS,https://studioszel.ro/bufete-si-vitrine-pentru-servire/35324-576400-bufet-cu-3-usi-glisante-bas.html,yes
PS598BAS/SUP,Cabinet 3 sliding doors BAS+SUP,Other,194x48x212,PS598BAS+SUP,https://studioszel.ro/bufete-si-vitrine-pentru-servire/10411-560566-vitrina-bucatarie-cu-3-usi-glisante-bas-3-usi-sticla-glisante-sup.html,yes
PS599,Double square sink kitchen unit - without sink,Kitchen,155x65x90,PS599,https://studioszel.ro/mobilier-de-bucatarie-modular/8293-584079-corp-bucatarie-pentru-chiuveta-dubla-chiuveta-nu-este-inclusa-in-pret.html,yes
PS602BAS,"Kitchen cabinet 4 doors 4 drawers, BAS",Drawers unit,224x45x90,PS602BAS,https://studioszel.ro/bufete-si-vitrine-pentru-servire/8354-568191-bufet-cu-4-usi-4-sertare-bas.html,yes
PS602BAS-TOP OAK,"Kitchen cabinet 4 doors 4 drawers, BAS, top oak",Drawers unit,224x45x90,PS602BAS-TOP OAK,https://studioszel.ro/bufete-si-vitrine-pentru-servire/8967-560498-bufet-cu-4-usi-4-sertare-blat-stejar-bas.html,yes
PS602BAS/SUP,Kitchen cabinet 4 doors BAS+SUP,Kitchen,230x45x200,E-PS602BAS+SUP,https://studioszel.ro/bufete-si-vitrine-pentru-servire/35304-576067-vitrina-bucatarie-cu-4-usi-si-4-sertare-bas-4-usi-sticla-sup.html,yes
PS605,"Office desk, closed back directoire collection",Desk,160x70x78,E-PS605,https://studioszel.ro/birou/35062-571167-birou-cu-spate-inchis-colectia-directoire.html,yes
PS605-TOP OAK,"Office desk, closed back directoire collection, top oak",Desk,160x70x78,PS605-TOP OAK,https://studioszel.ro/birou/8971-562810-birou-cu-spate-inchis-blat-stejar-colectia-directoire.html,yes
PS607,Big kitchen island with 4  drawers,Drawers unit,180x85x90,E-PS607,https://studioszel.ro/insule-de-bucatarie/34962-567617-insula-de-bucatarie-mare-cu-4-sertare.html,yes
PS608,Glass door kitchen island with wine rack,Kitchen,150x90x90,PS608,https://studioszel.ro/insule-de-bucatarie/8361-583287-insula-de-bucatarie-cu-usi-si-compartiment-pentru-sticle.html,yes
PS608-TOP OAK,"Glass door kitchen island with wine rack, top oak",Kitchen,150x90x90,PS608-TOP OAK,https://studioszel.ro/insule-de-bucatarie/8975-581587-insula-de-bucatarie-cu-usi-si-compartiment-pentru-sticle-blat-stejar.html,yes
PS613-90x200,2 panel headboard bed 90x200,Bed,90x200x82,PS613-90X200,https://studioszel.ro/rama-ivory/8367-572066-pat-cu-tablie-90x200cm.html,yes
PS613-140x200,2 panel headboard bed 140x200,Bed,140x200x82,E-PS613-140X200,https://studioszel.ro/rama-ivory/35208-574212-pat-cu-tablie-140x200cm.html,yes
PS613-160x200,2 panel headboard bed 160x200,Bed,160x200x82,E-PS613-160X200,https://studioszel.ro/rama-ivory/35207-574204-pat-cu-tablie-160x200cm.html,yes
PS613-180x200,2 panel headboard bed 180x200,Bed,180x200x82,E-PS613-180X200,https://studioszel.ro/rama-ivory/35206-574195-pat-cu-tablie-180x200cm.html,yes
PS614-90x200,"3 panel headboard bed 90x200, Shutter Collection",Bed,90x200x82,PS614-90X200,https://studioszel.ro/nordic-breeze/8370-581133-pat-cu-tablie-tip-jaluzele-90x200cm-colectia-shutter.html,yes
PS614-140x200,"3 panel headboard bed 140x200, Shutter Collection",Bed,140x200x82,E-PS614-140X200,https://studioszel.ro/nordic-breeze/35197-574069-pat-cu-tablie-tip-jaluzele-140x200cm-colectia-shutter.html,yes
PS614-160x200,"3 panel headboard bed 160x200, Shutter Collection",Bed,160x200x82,E-PS614-160X200,https://studioszel.ro/nordic-breeze/35198-574078-pat-cu-tablie-tip-jaluzele-160x200cm-colectia-shutter.html,yes
PS614-180x200,"3 panel headboard bed 180x200, Shutter Collection",Bed,180x200x82,E-PS614-180X200,https://studioszel.ro/nordic-breeze/35199-574088-pat-cu-tablie-cu-3-panouri-180x200-colectia-shutter.html,yes
PS616,"2 door crémone wardrobe, Shutter Collection",Wardrobe,109x40x210,E-PS616,https://studioszel.ro/sifoniere/35160-573515-dulap-cu-2-usi-sistem-inchidere-tija-colectia-shutter.html,yes
PS617,"Single door wardrobe, Shutter Collection",Wardrobe,76x59x200,E-PS617,https://studioszel.ro/sifoniere/35158-573399-dulap-cu-1-usa-colectia-shutter.html,yes
PS618,"2 door wardrobe, Shutter Collection",Wardrobe,134x59x200,E-PS618,https://studioszel.ro/sifoniere/35159-573413-dulap-cu-2-usi-colectia-shutter.html,yes
PS619,"3 door wardrobe, Shutter Collection",Wardrobe,194x59x200,E-PS619,https://studioszel.ro/sifoniere/35157-573373-dulap-cu-3-usi-colectia-shutter.html,yes
PS620,Big detachable wardrobe 6 doors 4 drawers,Drawers unit,232x59x197,E-PS620,https://studioszel.ro/sifoniere/35140-572792-dulap-cu-4-2-usi-4-sertare.html,yes
PS623-160,"Basic dining table turned legs, 160x90",Table,160x90x78,E-PS623-160,https://studioszel.ro/classic-turn/35310-576142-masa-de-sufragerie-cu-picioare-strunjite-160x90cm.html,yes
PS623-160-TOP OAK,"Basic dining table turned legs, 160x90, top oak",Table,160x90x78,PS623-160-TOP OAK,https://studioszel.ro/classic-turn/8996-561096-masa-de-sufragerie-cu-picioare-strunjite-160x90cm-blat-stejar.html,yes
PS623-180,"Basic dining table turned legs, 180x90",Table,180x90x78,E-PS623-180,https://studioszel.ro/classic-turn/35311-576155-masa-de-sufragerie-cu-picioare-strunjite-180x90cm.html,yes
PS623-180-TOP OAK,"Basic dining table turned legs, 180x90, top oak",Table,180x90x78,E-PS623-180-TOP OAK,https://studioszel.ro/classic-turn/35313-576182-masa-de-sufragerie-cu-picioare-strunjite-180x90cm-blat-stejar.html,yes
PS623-210,"Basic dining table turned legs, 210x90",Table,210x90x78,E-PS623-210,https://studioszel.ro/classic-turn/35312-576168-masa-de-sufragerie-cu-picioare-strunjite-210x90cm.html,yes
PS623-210-TOP OAK,"Basic dining table turned legs, 210x90, top oak",Table,210x90x78,PS623-210-TOP OAK,https://studioszel.ro/classic-turn/8998-561118-masa-de-sufragerie-cu-picioare-strunjite-210x90cm-blat-stejar.html,yes
PS625,Round seat counter chair,Other,35x35x82,E-PS625,https://studioszel.ro/scaun-bar/35258-575087-scaun-de-bar-cu-blat-rotund.html,yes
PS628,Curved leg bathroom small cabinet - without sink,Bathroom,90x54x90,E-PS628,https://studioszel.ro/masti-pentru-lavoar/35220-574421-dulap-baie-mic-cu-picioare-curbate-lavoarul-nu-este-inclus-in-pret.html,yes
PS640,Pure shoe rack,Other,100x35x40,PS640,https://studioszel.ro/dulapuri-pentru-pantofi/15107-584482-pantofar-pure.html,yes
PS640-TOP OAK,"Pure shoe rack, oak top",Other,100x35x40,PS640-TOP OAK,https://studioszel.ro/dulapuri-pentru-pantofi/15936-559360-pantofar-pure-blat-stejar.html,yes
PS642,Pure shoe storage sideboard drawer on metal rails,Sideboard,100x35x110,E-PS642,https://studioszel.ro/dulapuri-pentru-pantofi/34951-567367-pantofar-cu-2-usi-1-sertar-pure-sertar-pe-sina-metalica.html,yes
PS642-TOP OAK,"Pure shoe storage sideboard, oak top drawer on metal rails",Sideboard,100x35x110,E-PS642-TOP OAK,https://studioszel.ro/dulapuri-pentru-pantofi/34952-567380-pantofar-cu-2-usi-1-sertar-pure-blat-stejar-sertar-pe-sina-metalica.html,yes
PS643,Pure hallway hanging item,Hallway,100x19x120,PS643,https://studioszel.ro/cuiere/15110-570565-cuier-lobby-pure.html,yes
PS644,"Pure tall cabinet 2 doors Collection ""Pure",Other,70x35x197,E-PS644,https://studioszel.ro/cuiere/34942-567212-dulap-inalt-cu-2-usi-pure.html,yes
PS646,Chic sidebard 3 drawers with soft -close metal rails,Drawers unit,110x48x89,E-PS646,https://studioszel.ro/comode/35142-572862-comoda-cu-3-sertare-chic-sertare-pe-sine-soft-close.html,yes
PS648,Chic sideboard 2 doors with cup hinges + 3 drawers with soft-close metal rails,Sideboard,158x48x89,E-PS648,https://studioszel.ro/comode/35136-572741-comoda-cu-2-usi-si-3-sertare-chic-sertare-pe-sine-soft-close.html,yes
PS648-TOP OAK,"Chic sideboard 2 doors with cup hinges + 3 drawers with soft-close metal rails, oak top",Sideboard,158x48x89,E-PS648-TOP OAK,https://studioszel.ro/comode/35293-575847-comoda-cu-2-usi-si-3-sertare-chic-blat-stejar-sertare-pe-sine-soft-close.html,yes
PS649,Chic TV sideboard with cup hinges on doors,Sideboard,158x48x60,E-PS649,https://studioszel.ro/mese-tv-si-mobilier-media/35016-568713-comoda-tv-chic.html,yes
PS649-TOP OAK,"Chic TV sideboard, oak top",Sideboard,158x48x60,PS649-TOP OAK,https://studioszel.ro/mese-tv-si-mobilier-media/15945-556535-comoda-tv-chic-blat-stejar.html,yes
PS652,Chic display cabinet single door with cup hinges,Display cabinet,66x49x190,PS652,https://studioszel.ro/biblioteci-si-vitrine/15119-562443-vitrina-cu-o-usa-chic.html,yes
PS654,Chic display open shelf cabinet,Shelving,112x49x190,E-PS654,https://studioszel.ro/biblioteci-si-vitrine/35073-571406-etajera-chic.html,yes
PS655,Turned legs bar stool,Bar,35x35x82,E-PS655,https://studioszel.ro/scaun-bar/35257-575065-scaun-de-bar-cu-picioare-strunjite.html,yes
PS656,Low winerack with drawers,Drawers unit,110x34x90,E-PS656,https://studioszel.ro/dulap-bar/35277-575482-suport-sticle-vin-cu-2-sertare.html,yes
PS659-120,Promo dining table 120x70,Table,120x70x78,PS659-120,https://studioszel.ro/basic-cube/15209-582752-masa-cu-dim-120x70x78.html,yes
PS659-120-TOP OAK,"Promo dining table 120x70, oak top",Table,120x70x78,E-PS659-120-TOP OAK,https://studioszel.ro/basic-cube/35291-575748-masa-cu-blat-stejar-dim-120x70x78.html,yes
PS659-140,Promo dining table 140x70,Table,140x70x78,E-PS659-140,https://studioszel.ro/basic-cube/35288-575721-masa-cu-dim-140x70x78.html,yes
PS659-140-TOP OAK,"Promo dining table 140x70, oak top",Table,140x70x78,E-PS659-140-TOP OAK,https://studioszel.ro/basic-cube/35292-575760-masa-cu-blat-stejar-dim-140x70x78.html,yes
PS659-80,Promo dining table 80x80,Table,80x80x78,PS659-80,https://studioszel.ro/basic-cube/15207-555509-masa-cu-dim-80x80x78.html,yes
PS659-80-TOP OAK,"Promo dining table 80x80, oak top",Table,80x80x78,E-PS659-80-TOP OAK,https://studioszel.ro/basic-cube/35290-575734-masa-cu-blat-stejar-dim-80x80x78.html,yes
PS662-TOP P,"Chair Ivan, pine top",Other,,E-PS662-TOP P,https://studioszel.ro/mese-de-dining/34969-567718-scaun-ivan.html,yes
PS662-TOP F,"Chair Ivan, beech top",Other,,PS662-TOP F,https://studioszel.ro/mese-de-dining/16091-572076-scaun-ivan-blat-fag.html,yes
PS662-TOP OAK,"Chair Ivan, oak top",Other,45x43x88,PS662-TOP OAK,https://studioszel.ro/mese-de-dining/15950-579910-scaun-ivan-blat-stejar.html,yes
PS663-TOP F,"Chair Clara, beech top",Other,46x41x91,PS663-TOP F,https://studioszel.ro/mese-de-dining/16092-581655-scaun-clara-blat-fag.html,yes
PS667,"Bathroom base unit shutter door, open central - without sink",Bathroom,120x51x75,E-PS667,https://studioszel.ro/masti-pentru-lavoar/35226-574454-dulap-baie-cu-2-usi-lamelare-lavoarele-nu-sunt-incluse-in-pret.html,yes
PS667-TOP OAK,"Bathroom base unit shutter door, open central - without sink, oak top",Bathroom,120x51x75,E-PS667-TOP OAK,https://studioszel.ro/masti-pentru-lavoar/35227-574467-dulap-baie-cu-2-usi-lamelare-lavoarele-nu-sunt-incluse-in-pret-blat-stejar.html,yes
PS668,Bathroom base unit double shutter doors + 3 drawers - without sink,Drawers unit,100x51x75,PS668,https://studioszel.ro/masti-pentru-lavoar/15222-554953-dulap-baie-cu-2-usi-lamelare-3-sertare-lavoarele-nu-sunt-incluse-in-pret.html,yes
PS671-120,Bar counter with winerack,Bar,120x51x107,PS671-120,https://studioszel.ro/tejghea/15293-555877-bar-cu-suport-pentru-sticle-de-vin.html,yes
PS671-120-TOP OAK,"Bar counter with winerack, oak top",Bar,120x51x107,PS671-120-TOP OAK,https://studioszel.ro/tejghea/15909-554659-bar-cu-suport-pentru-sticle-de-vin-blat-stejar.html,yes
PS673,"Round top bar table, 78cm high",Table,78x78x78,E-PS673,https://studioszel.ro/mese-de-dining/35255-575040-masa-de-bar-cu-blat-rotund-78cm.html,yes
PS673-TOP OAK,"Round top bar table, 78cm high, oak top",Table,78x78x78,E-PS673-TOP OAK,https://studioszel.ro/mese-de-dining/35256-575053-masa-de-bar-cu-blat-rotund-78cm-blat-stejar.html,yes
PS675,"Square top bar table, 78 cm high",Table,80x80x78,PS675,https://studioszel.ro/mese-de-dining/15297-556318-masa-de-bar-78cm.html,yes
PS675-TOP OAK,"Square top bar table, 78 cm high, oak top",Table,80x80x78,PS675-TOP OAK,https://studioszel.ro/mese-de-dining/15957-556232-masa-de-bar-78cm-blat-stejar.html,yes
PS676,Colonial table with turned central leg,Table,130x130x78,PS676,https://studioszel.ro/mese-de-dining/15298-561285-masa-cu-picior-strunjit.html,yes
PS677,X-Y base dining table,Table,130x130x78,E-PS677,https://studioszel.ro/mese-de-dining/35330-576489-masa-rotunda-cu-picior-xy.html,yes
PS677-TOP OAK,"X-Y base dining table, oak top",Table,130x130x78,E-PS677-TOP OAK,https://studioszel.ro/mese-de-dining/35332-576524-masa-rotunda-cu-picior-xy-blat-stejar.html,yes
PS679,Stool with turned legs,Stool,35x35x45,E-PS679,https://studioszel.ro/mese-de-dining/34967-567692-scaun-cu-picioare-strunjite.html,yes
PS680,"Round seat stool, turned legs",Stool,35x35x45,PS680,https://studioszel.ro/mese-de-dining/15302-560892-scaun-rotund-cu-picioare-strunjite.html,yes
PS682,Kitchen island with table,Kitchen,150x85x80,PS682,https://studioszel.ro/insule-de-bucatarie/15304-560784-insula-de-bucatarie.html,yes
PS682-TOP OAK,"Kitchen island with table, oak top",Kitchen,150x85x80,E-PS682-TOP OAK,https://studioszel.ro/insule-de-bucatarie/34963-567629-insula-de-bucatarie-blat-stejar.html,yes
PS683,Double square sink kitchen module,Kitchen,180x65x90,PS683,https://studioszel.ro/mobilier-de-bucatarie-modular/15305-579503-mobila-bucatarie-cu-chiuveta-dubla.html,yes
PS685,"Spice rack module, including rectractable basket",Table,45x65x90,PS685,https://studioszel.ro/mobilier-de-bucatarie-modular/15307-559792-suport-pentru-condimente-cu-cos-retractabil.html,yes
PS686,Hanging cupboard double glass doors,Other,120x31x100,PS686,https://studioszel.ro/mobilier-de-bucatarie-modular/15308-559603-corp-superior-cu-2-usi.html,yes
PS690,Single door wardrobe with 2 drawers,Drawers unit,85x59x197,E-PS690,https://studioszel.ro/sifoniere/35156-573360-dulap-haine-cu-3-sertare.html,yes
PS692-140X126,"Directoire ornate heardboard, 140",Other,140x10x126,PS692-140X126,https://studioszel.ro/dormitor/15315-555594-tablie-de-pat-colectia-directoire-140x126.html,yes
PS692-160X126,"Directoire ornate heardboard, 160",Other,160x10x126,PS692-160X126,https://studioszel.ro/dormitor/15763-555586-tablie-de-pat-colectia-directoire-160x126.html,yes
PS694,Simply Chic standing coat rack,Other,59x59x200,PS694,https://studioszel.ro/cuiere/17747-553871-cuier-stativ-hol-din-lemn-masiv-simply-chic.html,yes
PS695,Fancy Chic standing coat rack,Other,59x59x200,E-PS695,https://studioszel.ro/cuiere/34780-565271-cuier-stativ-hol-din-lemn-masiv-fancy-chic.html,yes
PS697,Bar furniture with bottle holder,Bar,120x41x210,E-PS697,https://studioszel.ro/dulap-bar/35275-575442-mobilier-de-bar-cu-suport-sticle-120-cm.html,yes
PS698,Bar furniture with support for glasses and bottle holder,Bar,180x41x210,E-PS698,https://studioszel.ro/dulap-bar/35274-575422-mobilier-de-bar-cu-suport-pentru-pahare-si-sticle-180-cm.html,yes
PS699BAS,Bar furniture with support for glasses and bottle holder BAS,Bar,236x48x90,PS699BAS,https://studioszel.ro/dulap-bar/23146-555420-mobilier-de-bar-cu-suport-pentru-pahare-si-sticle-bas.html,yes
PS699BAS/SUP,Bar furniture with support for glasses and bottle holder BAS/SUP,Bar,240x50x210,E-PS699BAS+SUP,https://studioszel.ro/dulap-bar/35273-575408-mobilier-de-bar-cu-suport-pentru-pahare-si-sticle-bas-sup.html,yes
PS701,Kitchen module for built-in refrigerator with 2 doors,Kitchen,80x65x200,E-PS701,https://studioszel.ro/mobilier-de-bucatarie-modular/35167-573550-modul-bucatarie-pentru-frigider-incorporabil-cu-2-usi.html,yes
PS702,"Kitchen module with 3 drawers and cutlery holder, with metal rails",Drawers unit,110x65x90,PS702,https://studioszel.ro/mobilier-de-bucatarie-modular/23152-584064-modul-de-bucatarie-cu-3-sertare-pe-sine-metalice-simple-si-suport-pentru-tacamuri.html,yes
PS703,"Kitchen module with two drawers and two hidden drawers, with metal rails",Drawers unit,92x65x90,PS703,https://studioszel.ro/mobilier-de-bucatarie-modular/23153-577023-modul-de-bucatarie-cu-doua-sertare-si-doua-sertare-ascunse-sertare-pe-sine-metalice-simple.html,yes
PS703-TOP OAK,"Kitchen module with two drawers and two hidden drawers, with metal rails, top OAK",Drawers unit,92x65x90,PS703-TOP OAK,https://studioszel.ro/mobilier-de-bucatarie-modular/23872-573022-modul-de-bucatarie-cu-doua-sertare-si-doua-sertare-ascunse-sertare-pe-sine-metalice-simple-blat-stejar.html,yes
PS704,SLIM built-in dishwasher kitchen module,Kitchen,65x65x90,PS704,https://studioszel.ro/mobilier-de-bucatarie-modular/23154-559767-modul-de-bucatarie-pentru-masina-de-spalat-vase-slim-incorporabil.html,yes
PS705,Kitchen island for breakfast,Kitchen,160x110x110,PS705,https://studioszel.ro/insule-de-bucatarie/23155-581061-insula-de-bucatarie-cu-spatiu-pentru-luat-mic-dejun.html,yes
PS705-TOP OAK,"Kitchen island for breakfast , top OAK",Kitchen,160x110x110,PS705-TOP OAK,https://studioszel.ro/insule-de-bucatarie/23874-554652-insula-de-bucatarie-cu-spatiu-pentru-luat-mic-dejun-blat-stejar.html,yes
PS706,"Pantry closet, drawers on metal rails",Drawers unit,96x65x220,E-PS706,https://studioszel.ro/bufete-si-vitrine-pentru-servire/34796-584276-dulap-de-camara-sertare-pe-sine-metalice.html,yes
PS710,Coffee table with turned legs and a low shelf,Table,65x65x45,E-PS710,https://studioszel.ro/masute-de-cafea/34974-567780-masuta-de-cafea-cu-picioare-strunjite-si-o-polita-joasa.html,yes
PS710-TOP OAK,"Coffee table with turned legs and a low shelf , top oak",Table,65x65x45,E-PS710-TOP OAK,https://studioszel.ro/masute-de-cafea/34975-567793-masuta-de-cafea-cu-picioare-strunjite-si-o-polita-joasa-blat-stejar.html,yes
PS712,"Bathroom furniture with curved legs, two doors and three drawers",Drawers unit,150x54x75,PS712,https://studioszel.ro/masti-pentru-lavoar/23162-555649-mobilier-de-baie-cu-picioare-curbate-doua-usi-si-trei-sertare.html,yes
PS713,Coffee table with turned legs,Table,90x65x45,PS713,https://studioszel.ro/masute-de-cafea/23163-561443-masuta-de-cafea-cu-picioare-strunjite.html,yes
PS713-TOP OAK,"Coffee table with turned legs, top oak",Table,90x65x45,E-PS713-TOP OAK,https://studioszel.ro/masute-de-cafea/34973-567768-masuta-de-cafea-cu-picioare-strunjite-blat-stejar.html,yes
PS714,Oval table with turned central leg,Table,160x130x78,PS714,https://studioszel.ro/mese-de-dining/23164-555131-masa-ovala-cu-picior-central-strunjit.html,yes
PS716,Bathroom cabinet with ornate foot for 1 vessel sink,Bathroom,90x51x74,E-PS716,https://studioszel.ro/masti-pentru-lavoar/35204-574172-dulap-baie-cu-picior-ornamentat-pentru-1-chiuveta-suprapusa.html,yes
PS717,Suspended bathroom furniture with two doors with mirror and shelves,Bathroom,154x23x80,PS717,https://studioszel.ro/oglinzi/23167-579322-mobilier-baie-suspendat-cu-doua-usi-cu-oglinda-si-rafturi.html,yes
PS720R,"Hallway wardrobe, with shoe rack and coathanger - right",Hallway,205x65x210,E-PS720R,https://studioszel.ro/cuiere/34777-565183-dulap-de-hol-cu-pantofar-si-cuier-drapta.html,yes
PS720L,"Hallway wardrobe, with shoe rack and coathanger - left",Hallway,205x65x210,E-PS720L,https://studioszel.ro/cuiere/34775-565116-dulap-de-hol-cu-pantofar-si-cuier-stanga.html,yes
PS721,Shutter design halway coat hanger with two doors,Other,140x41x210,E-PS721,https://studioszel.ro/cuiere/34957-567528-cuier-cu-design-shutter-cu-doua-usi.html,yes
PS722,"Shutter design hallway coat hanger with mirror, 2 drawers, 1 door",Drawers unit,121x41x210,E-PS722,https://studioszel.ro/cuiere/34954-567419-cuier-cu-design-shutter-cu-oglinda-doua-sertare-1-usa.html,yes
PS723,"High mirror, Chic collection",Mirror,78x5x168,PS723,https://studioszel.ro/oglinzi/23175-561775-oglinda-inalta-colectia-chic.html,yes
PS724,"High mirror, Shutter collection",Mirror,65x8x195,PS724,https://studioszel.ro/oglinzi/23176-581211-oglinda-inalta-cu-design-shutter.html,yes
PS725,Wide mirror with Shutter design,Mirror,150x8x100,PS725,https://studioszel.ro/oglinzi/23177-584031-oglinda-lata-cu-design-shutter.html,yes
PS727BAS/SUP,"Display cabinet, 6 sliding doors, 3 drawers, BAS/SUP",Display cabinet,180x51x220,E-PS727BAS+SUP,https://studioszel.ro/bufete-si-vitrine-pentru-servire/35326-576426-bufet-cu-vitrina-6-usi-glisante-3-sertare-bas-sup.html,yes
PS727BAS,"Sideboard, 3 sliding panel doors, 3 drawers, BAS",Sideboard,176x51x85,E-PS727BAS,https://studioszel.ro/bufete-si-vitrine-pentru-servire/35325-576415-bufet-cu-3-usi-glisante-pline-3-sertare-bas.html,yes
PS728,Chic bathroom furniture for vessel sink with 4 doors and 2 drawers,Drawers unit,140x57x75,E-PS728,https://studioszel.ro/masti-pentru-lavoar/35253-574838-mobilier-baie-chic-cu-4-usi-si-2-sertare-pentru-chiuveta-suprapusa.html,yes
PS729,Chic bathroom furniture for vessel sink with 2 doors and 3  drawers,Drawers unit,158x54x75,E-PS729,https://studioszel.ro/masti-pentru-lavoar/35251-574813-mobilier-baie-chic-cu-2-usi-si-3-sertare-pentru-chiuveta-suprapusa.html,yes
PS730,Chic wardrobe with 2 doors and 2 drawers,Drawers unit,140x70x190,PS730,https://studioszel.ro/sifoniere/23186-579660-sifonier-chic-cu-2-usi-si-2-sertare.html,yes
PS733,Chester chair,Chest of drawers,,PS733,https://studioszel.ro/mese-de-dining/25035-534862-scaun-chester.html,yes
PS760,"Bathroom furniture with 4 drawers, 2 sinks - not included in the price 'Slatted'",Drawers unit,150x50x76,PS760,https://studioszel.ro/slatted/27342-554011-mobila-baie-cu-4-sertare-2-lavoare-neinclus-in-preti-slatted.html,yes
PS790,"Triple Bookcase, Directoire Collection",Other,180x39x197,PS790,https://studioszel.ro/clasic-funiture/32676-570143-biblioteca-tripla-colectia-directoire.html,yes
PS809-TOP OAK,Oval dining table with oak top,Table,,PS809-TOP OAK,https://studioszel.ro/clasic-funiture/33911-569998-masa-dining-ovala-cu-blat-din-stejar.html,yes
PS810,Bunk bed for 3 persons with dim. 80/120x200,Bed,,PS810,https://studioszel.ro/loftline/35085-572254-pat-supraetajat-3-persoane-cu-dim-80-120x200.html,yes
PS811,Bunk bed for 3 persons with dim. 90/140x200,Bed,,PS811,https://studioszel.ro/loftline/35086-577116-pat-supraetajat-3-persoane-cu-dim-90-140x200.html,yes
PS812,Bunk bed with dim. 90/90x200,Bed,,PS812,https://studioszel.ro/havenline/35087-572558-pat-supraetajat-cu-dim-90-90x200.html,yes
PS813,Simple bed with dim. 80x200,Bed,,PS813,https://studioszel.ro/serene-form/35088-572564-pat-simplu-cu-dim-80x200.html,yes
PS814,Simple bed with dim. 90x200,Bed,,PS814,https://studioszel.ro/serene-form/35089-572570-pat-simplu-cu-dim-90x200.html,yes
PS815,Simple bed with dim. 120x200,Bed,,PS815,https://studioszel.ro/serene-form/35090-572576-pat-simplu-cu-dim-120x200.html,yes
PS816,Simple bed with dim. 140x200,Bed,,PS816,https://studioszel.ro/serene-form/35091-572582-pat-simplu-cu-dim-140x200.html,yes
PS817,Simple bed with dim. 160x200,Bed,,PS817,https://studioszel.ro/serene-form/35092-572588-pat-simplu-cu-dim-160x200.html,yes
OPS222,"Home Cinema Sideboard, solid oak",Sideboard,160x46x60,OPS222,https://studioszel.ro/oak/2413-562641-comoda-home-cinema-din-stejar.html,yes
OPS232BAS/SUP,"Kitchen sideboard 3 doors, 3 drawers BAS + 2 doors, 4 drawrs SUP, oak",Sideboard,,OPS232BAS+SUP,https://studioszel.ro/oak/24911-584500-bufet-de-bucatarie-3-usi-3-sertare-bas-2-usi-4-sertare-sup-din-stejar.html,yes
OPS295BAS/OPS294SUP,"Sideboard 6 drawers, 2 doors BAS + open shelves SUP, oak",Sideboard,223x51x228,OPS295BAS+OPS294SUP,https://studioszel.ro/oak/24727-559082-biblioteca-6-sertare-2-usi-bas-rafturi-deschisei-sup-din-stejar.html,yes
OPS358,"Shoe cabinet 2 doors and 2drawers, oak",Drawers unit,103x35x105,E-OPS358,https://studioszel.ro/oak/34816-565980-dulap-2-usi-si-2-sertare-stejar.html,yes
OPS366,Coat hanger 2 doors oak,Other,,OPS366,https://studioszel.ro/oak/1866-579153-cuier-cu-2-usi-stejar.html,yes
OPS537,"Hallway coat hanger with 2 open shelves, oak",Shelving,,OPS537,https://studioszel.ro/oak/11965-579190-cuier-cu-2-spatii-deschise-din-stejar.html,yes
OPS605,"Office desk, closed back directoire collection, oak",Desk,,OPS605,https://studioszel.ro/oak/17604-533786-birou-cu-spate-inchis-colectia-directoire-din-stejar.html,yes
OPS631,Wild Oak bookcase 2 drawers with soft -close metal rails,Drawers unit,60x40x190,E-OPS631,https://studioszel.ro/oak/35058-571094-etajera-cu-doua-sertare-wild-oak-sertare-pe-sine-metalice.html,yes
OPS632,Wild Oak chest of 3 drawers with soft-close metal rails,Chest of drawers,95x50x90,E-OPS632,https://studioszel.ro/oak/35132-572646-comoda-cu-trei-sertare-wild-oak-sertare-pe-sine-metalice.html,yes
OPS633,"Wild Oak sideboard open space and cupboard, door with cup hinges",Sideboard,120x46x60,OPS633,https://studioszel.ro/oak/15100-581559-comoda-cu-un-raft-si-o-usa-wild-oak.html,yes
OPS634,Wild Oak TV sideboard 3 draweres with soft-close metal rails,Sideboard,160x46x60,OPS634,https://studioszel.ro/oak/15101-583766-comoda-pentru-televizor-cu-trei-sertare-wild-oak-sertar-cu-glisiere-soft-close.html,yes
OPS635,Wild Oak bedside table with drawer on soft-close metal rails,Bed,47x32x50,OPS635,https://studioszel.ro/oak/15102-583731-noptiera-cu-1-sertare-wild-oak-sertar-cu-glisiere-soft-close.html,yes
OPS636-180x200,Wild Oak king bed 180x200,Bed,,OPS636-180X200,https://studioszel.ro/oak/15103-583728-pat-king-wild-oak-180x200.html,yes
OPS795,Panoramic Drawer Desk,Drawers unit,,OPS795,https://studioszel.ro/clasic-funiture/32686-551591-birou-cu-sertar-panoramic-stejar.html,yes
OPS796,Elegant Console Table with 3 Drawers and Lower Shelf,Drawers unit,,E-OPS796,https://studioszel.ro/console/35387-579536-consola-eleganta-cu-3-sertare-si-polita-inferioara-stejar.html,yes
